wlbName,wlbDstTestNumber,wlbDstFromDepth,wlbDstToDepth,wlbDstChokeSize,wlbDstFinShutInPress,wlbDstFinFlowPress,wlbDstBottomHolePress,wlbDstOilProd,wlbDstGasProd,wlbDstOilDensity,wlbDstGasDensity,wlbDstGasOilRelation,wlbNpdidWellbore,wlbDstDateUpdated,dateSyncNPD
30/3-2 R,1.0,2916,2923,12.7,32.000,23.000,0.000,325,27000,0.831,0.714,86,508,9999-12-31,2013-05-08
30/3-2 R,2.0,2870,2874,12.7,31.000,23.000,0.000,369,32000,0.826,0.710,86,508,9999-12-31,2013-05-08
30/3-2 R,3.0,2832,2837,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,508,9999-12-31,2013-05-08
30/3-4,1.0,3079,3096,23.8,6.000,0.000,34.000,1023,104000,0.830,0.000,108,460,9999-12-31,2013-05-08
30/3-4,3.0,2903,2923,23.8,9.000,0.000,32.000,1640,126700,0.830,0.000,77,460,9999-12-31,2013-05-08
30/3-4,4.0,2866,2882,18.3,10.000,0.000,32.000,1230,101900,0.831,0.766,82,460,9999-12-31,2013-05-08
30/3-4,5.0,2850,2857,19.0,4.000,0.000,0.000,578,46200,0.835,0.770,80,460,9999-12-31,2013-05-08
30/3-4,6.0,2826,2833,25.0,0.000,0.000,0.000,0,0,0.000,0.000,0,460,9999-12-31,2013-05-08
30/5-2,1.0,3611,3624,12.5,7.000,0.000,24.000,135,63000,0.880,0.710,470,2886,9999-12-31,2013-05-08
30/5-2,2.0,3566,3590,11.0,36.000,0.000,0.000,140,300000,0.830,0.690,2140,2886,9999-12-31,2013-05-08
30/6-13,1.0,2640,2650,11.1,0.000,0.000,0.000,450,58000,0.852,0.680,128,7,9999-12-31,2013-05-08
30/6-13,2.0,2596,2601,11.1,0.000,0.000,0.000,423,44000,0.852,0.680,102,7,9999-12-31,2013-05-08
30/6-13,3.0,2573,2580,11.1,0.000,0.000,0.000,428,42000,0.847,0.680,99,7,9999-12-31,2013-05-08
30/6-17 R,1.0,2401,2415,14.3,0.000,0.000,0.000,701,110000,0.820,0.660,157,849,9999-12-31,2013-05-08
30/6-18,1.0,3307,3324,14.0,0.000,0.000,0.000,609,161970,0.811,0.000,265,488,9999-12-31,2013-05-08
30/6-18,2.0,3198,3210,14.0,0.000,0.000,0.000,871,2832,0.000,0.000,0,488,9999-12-31,2013-05-08
30/6-18,3.0,3164,3173,14.0,0.000,0.000,0.000,957,189744,0.845,0.705,198,488,9999-12-31,2013-05-08
30/6-7,1.0,2729,2736,31.7,0.000,0.000,0.000,0,0,0.000,0.000,0,73,9999-12-31,2013-05-08
30/6-7,2.0,2711,2716,22.2,0.000,0.000,0.000,1028,116000,0.850,0.720,113,73,9999-12-31,2013-05-08
30/6-7,3.0,2681,2684,12.7,0.000,0.000,0.000,534,65000,0.835,0.700,122,73,9999-12-31,2013-05-08
30/6-7,4.0,2637,2639,19.0,0.000,0.000,0.000,1339,146000,0.853,0.700,109,73,9999-12-31,2013-05-08
30/7-2,1.0,1797,1801,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,385,9999-12-31,2013-05-08
30/7-2,2.0,1765,1777,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,385,9999-12-31,2013-05-08
30/7-7,1.0,4735,4762,6.4,0.000,0.000,0.000,0,0,0.000,0.000,0,390,9999-12-31,2013-05-08
30/8-1 SR,1.0,4700,4803,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,2719,9999-12-31,2013-05-08
30/9-13 S,1.0,3086,3095,19.0,0.000,0.000,0.000,792,120983,0.850,0.730,153,1811,9999-12-31,2013-05-08
30/9-13 S,2.0,3024,3073,19.0,0.000,0.000,0.000,535,107458,0.840,0.760,201,1811,9999-12-31,2013-05-08
30/9-13 S,3.0,2958,2986,28.5,0.000,0.000,0.000,90,459522,0.780,0.720,5099,1811,9999-12-31,2013-05-08
30/9-2 R,1.0,2738,2757,19.0,11.000,0.000,0.000,0,0,0.000,0.000,0,937,9999-12-31,2013-05-08
30/9-2 R,2.0,2704,2728,10.3,0.000,0.000,0.000,401,41000,0.865,0.708,102,937,9999-12-31,2013-05-08
30/9-2 R,3.0,2685,2693,11.1,0.000,0.000,0.000,495,51000,0.865,0.695,102,937,9999-12-31,2013-05-08
30/9-2 R,4.0,2595,2604,11.1,0.000,0.000,0.000,479,58000,0.842,0.730,120,937,9999-12-31,2013-05-08
30/9-3 A,1.0,2910,2916,38.1,0.000,0.000,0.000,800,108000,0.854,0.710,135,102,9999-12-31,2013-05-08
30/9-8 R,1.0,2904,2913,19.5,0.000,0.000,0.000,0,1100,0.000,0.700,0,1461,9999-12-31,2013-05-08
30/9-8 R,2.0,2837,2848,25.4,0.000,0.000,0.000,35,0,0.867,0.000,0,1461,9999-12-31,2013-05-08
30/9-8 R,3.0,2825,2848,12.7,0.000,0.000,0.000,405,28667,0.870,0.780,109,1461,9999-12-31,2013-05-08
31/2-11,1.0,1681,1685,50.8,0.000,0.000,0.000,0,0,0.000,0.000,0,6,9999-12-31,2013-05-08
31/2-11,2.0,1576,1582,50.8,0.000,0.000,0.000,1240,69000,0.883,0.667,56,6,9999-12-31,2013-05-08
31/2-12,1.0,1428,1452,17.5,0.000,0.000,0.000,0,564000,0.000,0.000,0,14,9999-12-31,2013-05-08
31/2-12,2.0,1385,1405,17.5,0.000,0.000,0.000,0,684000,0.000,0.000,0,14,9999-12-31,2013-05-08
31/2-13 S,1.0,1801,1807,21.0,0.000,0.000,0.000,540,144180,0.880,0.630,267,93,9999-12-31,2013-05-08
31/2-16 S,1.0,1888,2384,50.8,4.000,0.000,14.700,1990,89444,0.882,0.638,0,1453,9999-12-31,2013-05-08
31/2-2 R,1.0,1554,1556,12.7,0.000,0.000,0.000,128,5888,0.904,0.000,46,504,9999-12-31,2013-05-08
31/2-2 R,2.0,1538,1543,25.4,0.000,0.000,0.000,34,1501000,0.790,0.000,44147,504,9999-12-31,2013-05-08
31/2-2 R,3.0,1521,1530,25.4,0.000,0.000,0.000,0,1407000,0.000,0.000,0,504,9999-12-31,2013-05-08
31/2-3,1.0,1575,1580,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,236,9999-12-31,2013-05-08
31/2-3,2.0,1552,1557,6.4,0.000,0.000,0.000,14,560,0.910,0.000,40,236,9999-12-31,2013-05-08
31/2-3,3.0,1495,1510,50.8,0.000,0.000,0.000,0,914000,0.000,0.000,0,236,9999-12-31,2013-05-08
31/2-3,4.0,1410,1435,38.1,0.000,0.000,0.000,0,1133000,0.000,0.000,0,236,9999-12-31,2013-05-08
31/2-5,1.0,1582,1588,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,210,9999-12-31,2013-05-08
31/2-5 R,1.0,1582,1588,25.4,3.000,0.000,0.000,820,47000,0.890,0.655,58,500,9999-12-31,2013-05-08
31/2-5 R2,1.0,1591,1594,50.8,0.000,0.000,0.000,668,125584,0.880,0.631,188,501,9999-12-31,2013-05-08
31/2-6,1.0,1576,1579,7.9,0.000,0.000,0.000,144,25000,0.888,0.605,175,399,9999-12-31,2013-05-08
31/2-6,2.0,1518,1537,50.8,0.000,0.000,0.000,40,1699000,0.781,0.602,42475,399,9999-12-31,2013-05-08
31/2-7,1.0,1584,1590,43.6,0.000,0.000,0.000,1184,5332000,0.887,0.642,4503,70,9999-12-31,2013-05-08
31/2-8,1.0,1843,1848,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,78,9999-12-31,2013-05-08
31/3-1,1.0,1519,1529,16.9,0.000,0.000,0.000,0,355000,0.000,0.000,0,20,9999-12-31,2013-05-08
31/3-1,2.0,1373,1383,12.7,0.000,0.000,0.000,0,479000,0.000,0.000,0,20,9999-12-31,2013-05-08
31/3-2,1.0,1567,1577,63.5,0.000,0.000,0.000,1272,563000,0.890,0.620,442,100,9999-12-31,2013-05-08
31/5-2,1.0,1577,1581,25.4,0.200,0.000,14.900,447,0,0.896,0.660,53,32,9999-12-31,2013-05-08
31/5-2,2.0,1574,1576,44.5,0.140,0.000,12.700,1089,0,0.890,0.660,53,32,9999-12-31,2013-05-08
31/5-2,3.0,1547,1555,44.5,6.800,0.000,14.800,0,1240000,0.780,0.610,0,32,9999-12-31,2013-05-08
31/5-3,1.0,1606,1618,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,101,9999-12-31,2013-05-08
31/5-3,2.0,1582,1586,44.5,0.000,0.000,0.000,1230,59040,0.000,0.650,48,101,9999-12-31,2013-05-08
31/6-1,1.0,1562,1568,22.2,0.000,0.000,0.000,0,842000,0.000,0.635,0,22,9999-12-31,2013-05-08
31/6-1,2.0,1435,1441,19.0,0.000,0.000,0.000,0,733000,0.000,0.630,0,22,9999-12-31,2013-05-08
31/6-2 R,1.0,1506,1510,19.1,13.000,5.000,0.000,0,0,0.000,0.600,0,498,9999-12-31,2013-05-08
31/6-5,1.0,1558,1568,38.1,0.000,0.000,0.000,0,1266000,0.000,0.000,0,105,9999-12-31,2013-05-08
31/6-6,1.0,1563,1567,25.4,0.000,0.000,0.000,0,7790,0.000,0.000,0,127,9999-12-31,2013-05-08
31/6-6,2.0,1520,1533,12.5,0.000,44.000,11.000,0,107,0.000,0.000,0,127,9999-12-31,2013-05-08
31/6-8,1.0,1538,1558,23.8,0.000,0.000,0.000,0,26000,0.000,0.000,0,466,9999-12-31,2013-05-08
31/6-8,2.0,1523,1523,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,466,9999-12-31,2013-05-08
31/6-8,3.0,1416,1418,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,466,9999-12-31,2013-05-08
33/9-9,2.0,2848,2853,19.0,0.000,0.000,0.000,0,0,0.000,0.000,0,414,9999-12-31,2013-05-08
33/9-9,3.0,2800,2804,19.0,30.000,0.000,0.000,1438,0,0.830,0.000,412,414,9999-12-31,2013-05-08
33/9-9,5.0,2742,2745,15.9,34.000,0.000,0.000,1206,0,0.830,0.000,545,414,9999-12-31,2013-05-08
33/9-9,6.0,2742,2745,11.0,38.000,0.000,0.000,863,0,0.830,0.000,618,414,9999-12-31,2013-05-08
33/9-9,7.0,2531,2538,30.0,24.000,0.000,0.000,1327,0,0.830,0.000,569,414,9999-12-31,2013-05-08
33/9-9,8.0,2458,2461,19.0,34.000,0.000,0.000,1468,0,0.830,0.000,1059,414,9999-12-31,2013-05-08
33/9-9,9.0,2426,2433,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,414,9999-12-31,2013-05-08
34/10-1,1.0,1930,1935,12.7,0.000,0.000,13.500,191,20560,0.881,0.632,108,424,9999-12-31,2013-05-08
34/10-1,2.0,1839,1844,14.3,0.000,0.000,29.000,1048,86930,0.885,0.610,83,424,9999-12-31,2013-05-08
34/10-1,2.1,1839,1844,6.7,0.000,0.000,30.000,323,29365,0.879,0.626,0,424,9999-12-31,2013-05-08
34/10-1,3.0,1788,1792,6.7,0.000,0.000,30.000,322,28151,0.882,0.620,0,424,9999-12-31,2013-05-08
34/10-16,1.0,3397,3407,19.0,0.000,0.000,0.000,955,182000,0.860,0.670,191,59,9999-12-31,2013-05-08
34/10-16,2.0,3177,3187,20.6,0.000,0.000,0.000,400,1647000,0.790,0.660,4118,59,9999-12-31,2013-05-08
34/10-16 R,1.0,3397,3407,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,494,9999-12-31,2013-05-08
34/10-16 R,2.0,3177,3187,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,494,9999-12-31,2013-05-08
34/10-17,1.0,2934,2944,15.8,0.000,0.000,0.000,0,0,0.000,0.000,0,5,9999-12-31,2013-05-08
34/10-17,2.0,2881,2891,19.0,0.000,0.000,0.000,782,192000,0.820,0.740,245,5,9999-12-31,2013-05-08
34/10-17,3.0,2835,2845,19.0,0.000,0.000,0.000,734,530000,0.800,0.720,722,5,9999-12-31,2013-05-08
34/10-17,4.0,2754,2790,19.0,0.000,0.000,0.000,501,635000,0.760,0.710,1303,5,9999-12-31,2013-05-08
34/10-2,1.0,3385,3395,19.0,0.000,4.000,0.000,0,0,0.000,0.000,0,425,9999-12-31,2013-05-08
34/10-2,2.0,3355,3365,19.0,0.000,0.000,0.000,127,19000,0.865,0.678,150,425,9999-12-31,2013-05-08
34/10-2,3.0,3335,3345,19.0,0.000,1.000,0.000,127,19800,0.865,0.696,155,425,9999-12-31,2013-05-08
34/10-2,4.0,3110,3115,7.9,0.000,3.500,0.000,12,96300,0.810,0.652,8000,425,9999-12-31,2013-05-08
34/10-2,5.0,3017,3022,9.5,0.000,4.300,0.000,238,733400,0.810,0.645,3800,425,9999-12-31,2013-05-08
34/10-23,1.0,4085,4095,22.2,0.000,28.000,0.000,150,1700000,0.820,0.650,11400,476,9999-12-31,2013-05-08
34/10-24,1.0,335,336,32.5,0.000,0.000,0.000,0,70000,0.000,0.559,0,483,9999-12-31,2013-05-08
34/10-29,1.0,344,348,19.1,0.000,0.000,0.000,0,0,0.000,0.000,0,453,9999-12-31,2013-05-08
34/10-29,2.0,344,348,12.7,3.000,1.000,1.000,0,0,0.000,0.567,0,453,9999-12-31,2013-05-08
34/10-3,1.0,1965,1970,7.9,0.000,0.000,31.500,0,0,0.000,0.000,0,426,9999-12-31,2013-05-08
34/10-3,2.0,1910,1915,7.9,0.000,0.000,30.600,450,33000,0.877,0.656,70,426,9999-12-31,2013-05-08
34/10-3,3.0,1870,1875,4.0,0.000,0.000,0.000,103,0,0.882,0.000,0,426,9999-12-31,2013-05-08
34/10-30,1.0,3460,3473,12.7,7.600,0.000,25.900,418,61000,0.863,0.694,146,877,9999-12-31,2013-05-08
34/10-30,2.0,3297,3318,17.5,0.000,9.000,29.200,1150,118000,0.859,0.662,102,877,9999-12-31,2013-05-08
34/10-30,3.0,3125,3155,17.5,0.000,0.000,43.100,352,1151000,0.790,0.658,3271,877,9999-12-31,2013-05-08
34/10-31,1.0,342,345,4.0,2.000,2.000,0.000,0,0,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.0,344,347,9.5,3.000,3.000,0.000,0,37000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.1,344,347,34.9,0.000,0.000,3.000,0,57000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.2,344,347,34.9,0.000,0.000,3.000,0,57000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.3,344,347,50.6,0.000,0.000,3.000,0,76000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.4,344,347,50.8,0.000,0.000,8.000,0,70000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.5,344,347,50.8,0.000,0.000,8.000,0,68000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.6,344,347,50.8,0.000,0.000,8.000,0,67000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.7,344,347,50.8,0.000,0.000,8.000,0,67000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.8,344,347,50.8,0.000,0.000,1.000,0,62000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,2.9,344,347,50.8,0.000,0.000,1.000,0,61000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.0,344,347,50.8,0.000,0.000,0.000,0,64000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.1,344,347,50.8,0.000,0.000,0.000,0,64000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.2,344,347,50.8,0.000,0.000,0.000,0,67000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.3,344,347,50.8,0.000,0.000,1.000,0,66000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.4,344,347,50.8,0.000,0.000,1.000,0,65000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.5,344,347,50.8,0.000,0.000,1.000,0,64000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.6,344,347,50.8,0.000,0.000,1.000,0,64000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.7,344,347,50.8,0.000,0.000,1.000,0,63000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-31,3.8,344,347,50.8,2.000,0.000,2.000,0,63000,0.000,0.000,0,887,9999-12-31,2013-05-08
34/10-33,1.0,3378,3394,12.7,0.000,0.000,21.000,288,51000,0.854,0.680,176,1302,9999-12-31,2013-05-08
34/10-33,1.3,3359,3374,28.6,0.000,0.000,30.000,1318,211900,0.856,0.680,161,1302,9999-12-31,2013-05-08
34/10-33,2.1,3279,3307,19.1,0.000,0.000,32.000,850,376700,0.850,0.665,443,1302,9999-12-31,2013-05-08
34/10-33,2.2,3279,3329,19.1,0.000,0.000,43.500,1403,302100,0.850,0.660,218,1302,9999-12-31,2013-05-08
34/10-33 C,1.0,3448,3517,20.6,23.000,16.000,42.000,1635,305558,0.859,0.680,186,1384,9999-12-31,2013-05-08
34/10-33 CR,1.0,3448,3517,20.6,23.000,16.000,42.000,1635,313300,0.859,0.680,193,1530,2012-07-21,2013-05-08
34/10-33 CR,1.2,3448,3517,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,1530,9999-12-31,2013-05-08
34/10-34,1.0,1994,2001,19.0,0.000,0.000,0.000,1545,135784,0.860,0.680,87,1747,2012-07-21,2013-05-08
34/10-35,1.0,4015,4025,15.8,190.000,0.000,0.000,130,630000,0.795,0.665,4800,1874,9999-12-31,2013-05-08
34/10-35,2.0,3984,3995,12.7,0.000,390.000,0.000,220,990000,0.795,0.667,4500,1874,9999-12-31,2013-05-08
34/10-35,3.0,3920,3930,15.8,0.000,0.000,0.000,113,340000,0.794,0.684,3000,1874,9999-12-31,2013-05-08
34/10-37 A,1.0,2667,2697,20.0,8.500,0.000,35.400,1950,645000,0.820,0.730,330,2530,9999-12-31,2013-05-08
34/10-37 A,1.1,2667,0,11.1,0.000,0.000,0.000,500,0,0.820,0.720,300,2530,9999-12-31,2013-05-08
34/10-37 A,1.2,2667,0,0.0,0.000,0.000,0.000,1969,0,0.820,0.730,320,2530,9999-12-31,2013-05-08
34/10-37 A,1.3,2667,0,0.0,0.000,0.000,0.000,1969,0,0.820,0.730,320,2530,9999-12-31,2013-05-08
34/10-37 A,1.4,2667,0,11.1,0.000,0.000,0.000,595,0,0.000,0.000,309,2530,9999-12-31,2013-05-08
34/10-4,1.0,1880,1885,7.9,0.000,0.000,0.000,279,24300,0.880,0.000,87,427,9999-12-31,2013-05-08
34/10-4,2.0,1824,1826,14.7,0.000,0.000,0.000,810,67400,0.880,0.000,83,427,9999-12-31,2013-05-08
34/10-44 S,1.0,4654,4868,17.4,0.000,0.000,0.000,550,560000,0.770,0.742,1020,4422,9999-12-31,2013-05-08
34/10-44 S,2.0,4627,4649,11.1,0.000,0.000,0.000,645,350000,0.795,0.745,542,4422,9999-12-31,2013-05-08
34/10-5,1.0,1900,1902,12.7,0.000,0.000,0.000,724,59400,0.882,0.000,82,428,9999-12-31,2013-05-08
34/10-7,1.0,1833,1840,15.9,0.000,0.000,0.000,471,0,0.832,0.000,126,222,9999-12-31,2013-05-08
34/10-7 R,1.0,1858,1865,15.9,0.000,0.000,0.000,473,59000,0.832,0.642,124,496,9999-12-31,2013-05-08
34/10-7 R,2.0,1835,1865,15.9,0.000,0.000,0.000,810,99000,0.826,0.680,122,496,9999-12-31,2013-05-08
34/10-7 R,3.0,1810,1824,12.7,0.000,0.000,0.000,830,110000,0.830,0.680,133,496,9999-12-31,2013-05-08
34/10-8,1.0,1845,1848,12.7,0.000,0.000,0.000,501,0,0.882,0.000,117,230,9999-12-31,2013-05-08
34/10-9,1.0,2078,2084,9.5,32.000,15.000,0.000,35,2715,0.854,0.000,77,140,9999-12-31,2013-05-08
34/10-9,2.0,2059,2065,9.5,33.000,32.000,0.000,751,48428,0.847,0.000,65,140,9999-12-31,2013-05-08
34/10-9,3.0,1879,1885,12.7,31.000,30.000,0.000,727,42480,0.866,0.000,62,140,9999-12-31,2013-05-08
34/11-1,1.0,4117,4137,12.7,0.000,40.000,67.000,387,664221,0.794,0.690,1728,2377,9999-12-31,2013-05-08
34/11-2 S,1.0,4260,4240,15.8,0.000,0.000,0.000,0,0,0.000,0.000,0,2733,9999-12-31,2013-05-08
34/11-2 S,2.0,4185,4260,12.7,6.000,8.000,13.000,125,126100,0.791,0.720,1009,2733,9999-12-31,2013-05-08
34/11-2 S,3.0,4143,4068,12.7,0.000,8.000,14.000,75,172288,0.801,0.680,2305,2733,9999-12-31,2013-05-08
34/12-1,1.0,4321,4356,15.9,0.000,0.000,0.000,33,216000,0.780,0.000,6600,5684,9999-12-31,2013-05-08
34/3-1 S,1.0,3866,3950,9.5,0.000,0.000,0.000,1239,42789,0.798,0.795,35,5811,9999-12-31,2013-05-08
34/4-1,1.0,2608,2613,0.0,0.000,0.000,0.000,0,0,0.000,0.000,0,422,9999-12-31,2013-05-08
34/4-1,2.0,2510,2536,6.3,38.100,35.000,0.000,238,28560,0.820,0.712,120,422,9999-12-31,2013-05-08
34/4-13 S,1.0,4803,4815,13.6,0.000,73.800,74.900,1400,0,0.000,0.000,0,6442,9999-12-31,2013-05-08
34/4-4,1.0,2618,2626,12.7,0.000,0.000,0.000,0,0,0.000,0.000,0,41,9999-12-31,2013-05-08
34/4-4,2.0,2572,2578,10.3,0.000,0.000,0.000,461,0,0.000,0.000,94,41,9999-12-31,2013-05-08
34/4-4,3.0,2512,2516,6.3,0.000,0.000,0.000,54,0,0.000,0.000,0,41,9999-12-31,2013-05-08
34/4-4,4.0,2429,2437,17.5,0.000,0.000,0.000,1749,200000,0.830,0.000,70,41,9999-12-31,2013-05-08
34/4-5,1.0,3599,3589,3.2,2.060,0.000,0.000,0,0,0.000,0.000,0,37,9999-12-31,2013-05-08
34/4-5,2.0,3481,3463,4.0,13.680,0.000,62.550,48,11520,0.834,0.820,240,37,9999-12-31,2013-05-08
34/4-6,1.0,2592,2595,6.4,0.000,0.000,0.000,0,0,0.000,0.000,0,875,9999-12-31,2013-05-08
34/4-6,1.1,2577,2585,12.7,0.000,0.000,0.000,1173,72726,0.821,0.770,62,875,9999-12-31,2013-05-08
34/4-7,1.0,2596,2579,7.9,0.000,13.000,38.000,190,19950,0.833,0.870,105,943,9999-12-31,2013-05-08
34/4-7,2.0,2506,2566,14.3,0.000,0.000,0.000,1378,118000,0.835,0.730,85,943,9999-12-31,2013-05-08
34/7-1,1.0,2581,2574,11.0,0.000,18.000,36.000,35,720000,0.826,0.000,2000,111,9999-12-31,2013-05-08
34/7-1,2.0,2455,2467,9.5,0.000,0.000,0.000,509,40000,0.825,0.000,80,111,9999-12-31,2013-05-08
34/7-1,3.0,2410,2417,17.5,0.000,0.000,0.000,1815,126000,0.830,0.000,70,111,9999-12-31,2013-05-08
34/7-12,1.0,2276,2282,12.7,15.000,0.000,49.000,0,1685,0.000,0.000,0,1187,9999-12-31,2013-05-08
34/7-12,2.0,2229,2235,12.7,19.000,0.000,43.000,881,59000,0.841,0.722,68,1187,9999-12-31,2013-05-08
34/7-12,3.0,2206,2210,14.3,23.000,0.000,48.000,1460,96000,0.840,0.695,66,1187,9999-12-31,2013-05-08
34/7-13,1.0,2501,2504,16.0,34.000,0.000,15.000,1350,68850,0.840,0.000,51,1233,9999-12-31,2013-05-08
34/7-14,1.0,2232,2241,12.7,15.400,0.000,32.500,960,0,0.716,0.000,0,1278,9999-12-31,2013-05-08
34/7-14,2.0,2204,2210,14.3,15.700,0.000,33.000,1120,0,0.712,0.000,0,1278,9999-12-31,2013-05-08
34/7-16 R,1.0,2454,2458,111.0,13.200,0.000,36.600,950,52250,0.860,0.710,55,1677,2012-07-21,2013-05-08
34/7-16 R,2.0,2401,2414,12.7,15.900,0.000,36.200,1310,62040,0.860,0.710,47,1677,9999-12-31,2013-05-08
